0302300012|714|0302300020|EQUITY|
0302300012|665|0302300038|EQUITY|
0302300012|1789|0303400004|EQUITY|
0302300013|1993|0303400003|EQUITY|
0302300013|143|0302300016|EQUITY|
0302300013|776|0302300038|EQUITY|
0302300014|7572|0309200035|EQUITY|
0302300014|1755|0302300005|EQUITY|
0302300014|1617|0302300027|EQUITY|
0302300014|1751|0302300025|EQUITY|
0302300016|2123|0303400005|EQUITY|
0302300016|143|0302300013|EQUITY|
0302300018|2393|0303400003|EQUITY|
0302300018|519|0302300012|EQUITY|
0302300018|1677|0302300030|EQUITY|
0302300018|198|0302300020|EQUITY|
0302300018|922|0302300009|EQUITY|
0302300019|2615|0303400004|EQUITY|
0302300019|188|0302300020|EQUITY|
0302300019|714|0302300013|EQUITY|
0302300019|832|0302300012|EQUITY|
0302300019|957|0302300011|EQUITY|
0302300020|714|0302300012|EQUITY|
0302300020|2587|0303400003|EQUITY|
0302300020|2502|0303400004|EQUITY|
0302300020|132|0302300021|EQUITY|
0302300020|188|0302300019|EQUITY|
0302300020|198|0302300018|EQUITY|
0302300020|962|0302300010|EQUITY|
0302300021|1094|0302300010|EQUITY|
0302300021|300|0302300058|EQUITY|
0302300021|480|0302300055|EQUITY|
0302300025|163|0302300027|EQUITY|
0302300025|3256|0303300003|EQUITY|
0302300025|1443|0302300011|EQUITY|
0302300025|5821|0309200035|EQUITY|
0302300027|163|0302300025|EQUITY|
0302300027|3401|0303300003|EQUITY|
0302300027|1305|0302300011|EQUITY|
0302300027|5960|0309200035|EQUITY|
0302300030|776|0302300009|EQUITY|
0302300030|532|0302300038|EQUITY|
0302300030|1677|0302300018|EQUITY|
0302300037|1869|0302400015|EQUITY|
0302300037|3910|0303300004|EQUITY|
0302300037|863|0302300041|EQUITY|
0302300038|722|0302300006|EQUITY|
0302300038|532|0302300030|EQUITY|
0302300038|1161|0302300018|EQUITY|
0302300038|1292|0303400003|EQUITY|
0302300038|665|0302300012|EQUITY|
0302300038|776|0302300013|EQUITY|
0302300040|2884|0302400015|EQUITY|
0302300041|2725|0302400015|EQUITY|
0302300041|863|0302300037|EQUITY|
0302300041|3063|0303300004|EQUITY|
0302300050|19337|0306400012|EQUITY|
0302300050|5462|0310400012|EQUITY|
0302300050|26372|0333200012|EQUITY|
0302300050|13191|0323100016|EQUITY|
0302300050|3961|0311200004|EQUITY|
0302300050|18122|0307400006|EQUITY|
0302300050|19493|0307400003|EQUITY|
0302300050|11331|0304300032|EQUITY|
0302300050|14126|0323101003|EQUITY|
0302300050|20316|0307400010|EQUITY|
0302300050|14016|0305400005|EQUITY|
0302300050|5183|0311200009|EQUITY|
0302300050|14625|0308400002|EQUITY|
0302300050|7566|0312300010|EQUITY|
0302300050|18869|0321400006|EQUITY|
0302300050|15400|0305300005|EQUITY|
0302300050|10465|0304300022|EQUITY|
0302300050|14770|0323200006|EQUITY|
0302300050|13702|0323200016|EQUITY|
0302300050|5505|0311301001|EQUITY|
0302300050|15364|0305300004|EQUITY|
0302300050|17658|0317100027|EQUITY|
0302300050|20231|0307400017|EQUITY|
0302300050|14112|0323101002|EQUITY|
0302300050|5525|0311400004|EQUITY|
0302300050|7715|0309200041|EQUITY|
0302300050|15034|0324101011|EQUITY|
0302300050|23356|0328400017|EQUITY|
0302300050|18132|0307202007|EQUITY|
0302300050|8620|0314100010|EQUITY|
0302300050|5384|0311200010|EQUITY|
0302300050|14805|0323102001|EQUITY|
0302300050|2933|0302400011|EQUITY|
0302300050|14826|0323100008|EQUITY|
0302300050|14112|0323101001|EQUITY|
0302300050|21726|0328400036|EQUITY|
0302300050|15886|0324101016|EQUITY|
0302300050|19780|0307200008|EQUITY|
0302300054|8470|0309200011|EQUITY|
0302300055|344|0302300058|EQUITY|
0302300055|480|0302300021|EQUITY|
0302300055|745|0302300010|EQUITY|
0302300058|300|0302300021|EQUITY|
0302300058|1079|0302300010|EQUITY|
0302300058|344|0302300055|EQUITY|
0302400011|27477|0336400012|EQUITY|
0302400011|13504|0323101001|EQUITY|
0302400011|7994|0314100010|EQUITY|
0302400011|19113|0325100018|EQUITY|
0302400011|20694|0307202007|EQUITY|
0302400011|13438|0323101002|EQUITY|
0302400011|7375|0303300006|EQUITY|
0302400011|18135|0305300004|EQUITY|
0302400011|21827|0307200009|EQUITY|
0302400011|25051|0335300019|EQUITY|
0302400011|17127|0305400021|EQUITY|
0302400011|13178|0304300022|EQUITY|
0302400011|671|0302400021|EQUITY|
0302400011|18141|0305300005|EQUITY|
0302400011|13333|0304300074|EQUITY|
0302400011|27515|0336400013|EQUITY|
0302400011|5479|0312300010|EQUITY|
0302400011|22405|0328100012|EQUITY|
0302400011|1712|0301300017|EQUITY|
0302400011|16775|0305400005|EQUITY|
0302400011|13758|0323101006|EQUITY|
0302400011|3997|0311400021|EQUITY|
0302400011|22835|0307400010|EQUITY|
0302400011|22009|0307400003|EQUITY|
0302400011|13579|0323101008|EQUITY|
0302400011|11390|0313300021|EQUITY|
0302400011|16271|0323300008|EQUITY|
0302400011|16343|0305400011|EQUITY|
0302400011|8753|0314100024|EQUITY|
0302400011|6268|0310400012|EQUITY|
0302400011|13333|0323101004|EQUITY|
0302400011|10360|0313300012|EQUITY|
0302400011|12380|0323100010|EQUITY|
0302400011|15452|0323300007|EQUITY|
0302400014|8724|0309200011|EQUITY|
0302400015|1869|0302300037|EQUITY|
0302400015|2725|0302300041|EQUITY|
0302400020|25211|0306301020|EQUITY|
0302400020|30857|0332400015|EQUITY|
0302400020|23420|0320100003|EQUITY|
0302400020|16884|0308400004|EQUITY|
0302400020|22082|0328200016|EQUITY|
0302400020|17168|0316100022|EQUITY|
0302400020|22863|0320100002|EQUITY|
0302400020|17245|0316300002|EQUITY|
0302400020|19523|0317200016|EQUITY|
0302400020|21616|0321300018|EQUITY|
0302400020|12935|0323200016|EQUITY|
0302400021|17631|0305400021|EQUITY|
0302400021|24623|0335300019|EQUITY|
0302400021|26947|0336400013|EQUITY|
0302400021|22286|0328100012|EQUITY|
0302400021|7817|0303300006|EQUITY|
0302400021|15084|0304300059|EQUITY|
0302400021|13675|0304300072|EQUITY|
0302400021|1096|0301300017|EQUITY|
0302400021|13710|0304300058|EQUITY|
0302400021|15941|0323300008|EQUITY|
0302400021|26910|0336400012|EQUITY|
0302400021|8404|0314100024|EQUITY|
0302400021|12938|0323101004|EQUITY|
0302400021|7686|0314100010|EQUITY|
0302400021|18614|0325100018|EQUITY|
0302400021|3861|0311400008|EQUITY|
0302400021|25646|0306301014|EQUITY|
0302400021|18352|0326101007|EQUITY|
0302400021|4295|0311400010|EQUITY|
0302400021|13444|0323101006|EQUITY|
0302400022|13887|0323102004|EQUITY|
0302400022|21065|0328101002|EQUITY|
0302400022|18892|0308300014|EQUITY|
0302400022|8184|0314100018|EQUITY|
0302400022|13586|0323102007|EQUITY|
0302400022|20831|0307202003|EQUITY|
0302400022|24359|0307300007|EQUITY|
0302400022|13679|0323102006|EQUITY|
0302400022|10607|0313300022|EQUITY|
0302400022|24715|0318100010|EQUITY|
0302400022|6255|0310400003|EQUITY|
0302400022|22984|0307200014|EQUITY|
0302400022|23813|0307300009|EQUITY|
0302400022|26420|0336400014|EQUITY|
0302400022|23891|0307100008|EQUITY|
0302400022|12138|0323100019|EQUITY|
0302400022|8999|0314100011|EQUITY|
0302400022|21742|0307201004|EQUITY|
0302400022|24387|0306301026|EQUITY|
0302400022|21544|0307200022|EQUITY|
0302400022|23157|0307400019|EQUITY|
0302400022|17251|0305400022|EQUITY|
0302400022|28753|0332100002|EQUITY|
0302400022|24634|0318100009|EQUITY|
0302400022|17869|0326101006|EQUITY|
0302400022|24802|0318100007|EQUITY|
0302400022|6840|0314200008|EQUITY|
0302400022|8416|0314100016|EQUITY|
0302400025|19719|0325100017|EQUITY|
0302400025|14029|0323200015|EQUITY|
0302400025|16218|0324300016|EQUITY|
0302400025|14110|0316400047|EQUITY|
0302400025|7914|0314200018|EQUITY|
0302400025|24812|0334200048|EQUITY|
0302400025|13953|0316200049|EQUITY|
0302400025|8846|0314100034|EQUITY|
0302400025|15570|0316300003|EQUITY|
0302400025|18909|0317400010|EQUITY|
0302400025|27651|0333400008|EQUITY|
0302400025|16381|0317200025|EQUITY|
0302400025|7679|0313100001|EQUITY|
0302400025|9725|0315200014|EQUITY|
0302400025|20798|0317300003|EQUITY|
0302400025|15858|0323400002|EQUITY|
0302400034|27933|0336400010|EQUITY|
0302400034|13555|0323100014|EQUITY|
0302400034|5513|0311400010|EQUITY|
0302400034|19619|0326101007|EQUITY|
0302400034|5063|0311400008|EQUITY|
0302400034|12779|0315400020|EQUITY|
0302400034|14202|0323101004|EQUITY|
0302400034|9657|0314100024|EQUITY|
0302400034|17189|0323300008|EQUITY|
0302400038|4425|0312300016|EQUITY|
0302400038|6211|0312300013|EQUITY|
0303300003|4272|0309400007|EQUITY|
0303300003|4581|0302300010|EQUITY|
0303300004|3910|0302300037|EQUITY|
0303300004|3063|0302300041|EQUITY|
0303300004|4276|0302300009|EQUITY|
0303300005|18214|0320400001|EQUITY|
0303300005|16676|0306301020|EQUITY|
0303300005|8055|0316200033|EQUITY|
0303300005|20657|0326100020|EQUITY|
0303300005|8535|0302400020|EQUITY|
0303300006|14453|0307200009|EQUITY|
0303300006|24809|0335300019|EQUITY|
0303300006|9897|0305400021|EQUITY|
0303300006|7817|0302400021|EQUITY|
0303300006|29347|0336400012|EQUITY|
0303300006|7375|0302400011|EQUITY|
0303300006|6045|0304300074|EQUITY|
0303300006|29425|0336400013|EQUITY|
0303300006|18591|0328100012|EQUITY|
0303300006|8698|0314100010|EQUITY|
0303300006|20240|0325100018|EQUITY|
0303300006|13343|0307202007|EQUITY|
0303300006|8870|0301300017|EQUITY|
0303300006|13413|0323101002|EQUITY|
0303300006|15376|0323300008|EQUITY|
0303300006|5837|0304300022|EQUITY|
0303300006|9610|0314100024|EQUITY|
0303300006|13660|0323101004|EQUITY|
0303300006|12694|0323100010|EQUITY|
0303300006|13009|0323101006|EQUITY|
0303300006|13204|0323101008|EQUITY|
0303300006|6820|0311400008|EQUITY|
0303300006|18749|0326101007|EQUITY|
0303400003|1874|0302300012|EQUITY|
0303400003|2393|0302300018|EQUITY|
0303400003|2587|0302300020|EQUITY|
0303400003|1292|0302300038|EQUITY|
0303400003|85|0303400004|EQUITY|
0303400004|2615|0302300019|EQUITY|
0303400004|2502|0302300020|EQUITY|
0303400004|1789|0302300012|EQUITY|
0303400004|85|0303400003|EQUITY|
0303400005|2123|0302300016|EQUITY|
0304300001|10493|0317200020|EQUITY|
0304300001|9396|0307400013|EQUITY|
0304300001|3100|0304300025|EQUITY|
0304300001|1008|0304300040|EQUITY|
0304300001|890|0304300003|EQUITY|
0304300001|6003|0309200031|EQUITY|
0304300001|10768|0317100009|EQUITY|
0304300003|1222|0304300040|EQUITY|
0304300003|5245|0309200031|EQUITY|
0304300003|10112|0307400013|EQUITY|
0304300003|10651|0317200020|EQUITY|
0304300003|890|0304300001|EQUITY|
0304300003|2606|0304300025|EQUITY|
0304300022|4967|0305300005|EQUITY|
0304300022|4993|0305300004|EQUITY|
0304300022|8947|0317100027|EQUITY|
0304300022|15577|0312300010|EQUITY|
0304300022|16663|0323101002|EQUITY|
0304300022|13752|0311200009|EQUITY|
0304300022|15862|0323101006|EQUITY|
0304300022|20816|0328400017|EQUITY|
0304300022|3623|0305400005|EQUITY|
0304300022|7809|0307202007|EQUITY|
0304300022|10043|0307400010|EQUITY|
0304300022|13192|0314100010|EQUITY|
0304300022|9238|0307400003|EQUITY|
0304300022|7898|0307400006|EQUITY|
0304300022|14074|0311200010|EQUITY|
0304300022|13178|0302400011|EQUITY|
0304300022|32661|0336400012|EQUITY|
0304300022|16463|0323101001|EQUITY|
0304300022|3493|0305400011|EQUITY|
0304300022|9378|0310400012|EQUITY|
0304300022|8898|0306400012|EQUITY|
0304300022|5837|0303300006|EQUITY|
0304300022|10465|0302300050|EQUITY|
0304300022|5181|0308100011|EQUITY|
0304300022|8695|0307200009|EQUITY|
0304300022|26905|0335300019|EQUITY|
0304300022|4158|0305400021|EQUITY|
0304300022|24337|0333200012|EQUITY|
0304300022|15098|0323100016|EQUITY|
0304300022|13663|0311200004|EQUITY|
0304300022|547|0304300074|EQUITY|
0304300022|26685|0331100045|EQUITY|
0304300022|32761|0336400013|EQUITY|
0304300022|16874|0323101003|EQUITY|
0304300022|1447|0304300032|EQUITY|
0304300022|12759|0311400021|EQUITY|
0304300022|15286|0321400006|EQUITY|
0304300025|3100|0304300001|EQUITY|
0304300025|9714|0317100009|EQUITY|
0304300025|8762|0317200020|EQUITY|
0304300025|10040|0307400013|EQUITY|
0304300025|2291|0304300040|EQUITY|
0304300025|2606|0304300003|EQUITY|
0304300025|3259|0309200031|EQUITY|
0304300032|18321|0323101003|EQUITY|
0304300032|14721|0311200004|EQUITY|
0304300032|16544|0323100016|EQUITY|
0304300032|16479|0321400006|EQUITY|
0304300032|25563|0333200012|EQUITY|
0304300032|12543|0311301001|EQUITY|
0304300032|11331|0302300050|EQUITY|
0304300032|8054|0306400012|EQUITY|
0304300032|9528|0307400017|EQUITY|
0304300032|10708|0310400012|EQUITY|
0304300032|14793|0311400004|EQUITY|
0304300032|8060|0307201004|EQUITY|
0304300032|2231|0305400011|EQUITY|
0304300032|18454|0323102001|EQUITY|
0304300032|7655|0307400006|EQUITY|
0304300032|8925|0307400003|EQUITY|
0304300032|19055|0323100008|EQUITY|
0304300032|13619|0314100011|EQUITY|
0304300032|9695|0307400010|EQUITY|
0304300032|2750|0305400005|EQUITY|
0304300032|17305|0323101006|EQUITY|
0304300032|14932|0311200009|EQUITY|
0304300032|16833|0312300010|EQUITY|
0304300032|8609|0307200008|EQUITY|
0304300032|9454|0307100008|EQUITY|
0304300032|4151|0305300005|EQUITY|
0304300032|33617|0336400014|EQUITY|
0304300032|10038|0307300009|EQUITY|
0304300032|1447|0304300022|EQUITY|
0304300032|9785|0307400015|EQUITY|
0304300032|4052|0305300004|EQUITY|
0304300032|9439|0317100027|EQUITY|
0304300032|18110|0323101002|EQUITY|
0304300032|22031|0328400017|EQUITY|
0304300032|7458|0307202007|EQUITY|
0304300032|10601|0307300007|EQUITY|
0304300032|14591|0314100010|EQUITY|
0304300032|15129|0314100018|EQUITY|
0304300040|1222|0304300003|EQUITY|
0304300040|8970|0307400013|EQUITY|
0304300040|9539|0317200020|EQUITY|
0304300058|34183|0336400012|EQUITY|
0304300058|25019|0325100018|EQUITY|
0304300058|1376|0304300059|EQUITY|
0304300058|18670|0328101001|EQUITY|
0304300058|4047|0305400021|EQUITY|
0304300058|13710|0302400021|EQUITY|
0304300058|34278|0336400013|EQUITY|
0304300058|20043|0328100012|EQUITY|
0304300058|12030|0306301014|EQUITY|
0304300058|14797|0301300017|EQUITY|
0304300058|806|0304300072|EQUITY|
0304300058|17771|0323101008|EQUITY|
0304300058|19427|0323300008|EQUITY|
0304300058|15115|0314100024|EQUITY|
0304300058|18515|0323101004|EQUITY|
0304300058|3232|0305400011|EQUITY|
0304300058|18818|0313300012|EQUITY|
0304300059|18869|0328101001|EQUITY|
0304300059|2733|0305400021|EQUITY|
0304300059|15084|0302400021|EQUITY|
0304300059|1376|0304300058|EQUITY|
0304300059|35089|0336400012|EQUITY|
0304300059|35187|0336400013|EQUITY|
0304300059|20271|0328100012|EQUITY|
0304300059|25939|0325100018|EQUITY|
0304300059|1619|0304300072|EQUITY|
0304300059|16171|0301300017|EQUITY|
0304300059|20221|0323300008|EQUITY|
0304300059|16253|0314100024|EQUITY|
0304300059|19489|0323101004|EQUITY|
0304300059|10669|0306301014|EQUITY|
0304300059|18690|0323101008|EQUITY|
0304300059|14265|0311400008|EQUITY|
0304300059|23844|0326101007|EQUITY|
0304300061|7228|0317200001|EQUITY|
0304300061|9886|0317100019|EQUITY|
0304300061|12257|0306301004|EQUITY|
0304300072|14753|0301300017|EQUITY|
0304300072|19240|0328100012|EQUITY|
0304300072|13675|0302400021|EQUITY|
0304300072|18745|0323300008|EQUITY|
0304300072|14636|0314100024|EQUITY|
0304300072|17919|0323101004|EQUITY|
0304300072|17866|0328101001|EQUITY|
0304300072|1619|0304300059|EQUITY|
0304300072|806|0304300058|EQUITY|
0304300072|12694|0311400008|EQUITY|
0304300072|22355|0326101007|EQUITY|
0304300072|24396|0325100018|EQUITY|
0304300072|12872|0311400010|EQUITY|
0304300072|13766|0302400034|EQUITY|
0304300074|27076|0331100045|EQUITY|
0304300074|33277|0336400013|EQUITY|
0304300074|18658|0328100012|EQUITY|
0304300074|3860|0305400021|EQUITY|
0304300074|27448|0335300019|EQUITY|
0304300074|8639|0307200009|EQUITY|
0304300074|13064|0311400021|EQUITY|
0304300074|5293|0308100011|EQUITY|
0304300074|6045|0303300006|EQUITY|
0304300074|18575|0313300021|EQUITY|
0304300074|14415|0314100024|EQUITY|
0304300074|17584|0323101004|EQUITY|
0304300074|16972|0323101001|EQUITY|
0304300074|33179|0336400012|EQUITY|
0304300074|13333|0302400011|EQUITY|
0304300074|14345|0311200010|EQUITY|
0304300074|16740|0323100010|EQUITY|
0304300074|19160|0323300007|EQUITY|
0304300074|13618|0314100010|EQUITY|
0304300074|7872|0307202007|EQUITY|
0304300074|21355|0328400017|EQUITY|
0304300074|17169|0323101002|EQUITY|
0304300074|9303|0317100027|EQUITY|
0304300074|12664|0311400008|EQUITY|
0304300074|4802|0305300004|EQUITY|
0304300074|14850|0301300008|EQUITY|
0304300074|21941|0326101007|EQUITY|
0304300074|547|0304300022|EQUITY|
0304300074|4828|0305300005|EQUITY|
0304300074|15897|0312300010|EQUITY|
0305300004|8007|0317100027|EQUITY|
0305300004|4993|0304300022|EQUITY|
0305300004|20558|0323101002|EQUITY|
0305300004|8505|0309200041|EQUITY|
0305300004|495|0305300005|EQUITY|
0305300004|22488|0328400017|EQUITY|
0305300004|4128|0307202007|EQUITY|
0305300004|17780|0314100010|EQUITY|
0305300004|20491|0312300010|EQUITY|
0305300004|19050|0311200010|EQUITY|
0305300004|18135|0302400011|EQUITY|
0305300004|18727|0311200009|EQUITY|
0305300004|20318|0323101001|EQUITY|
0305300004|1370|0305400005|EQUITY|
0305300004|6187|0307400010|EQUITY|
0305300004|5534|0307400003|EQUITY|
0305300004|4545|0307400006|EQUITY|
0305300004|14214|0310400012|EQUITY|
0305300004|2832|0308100011|EQUITY|
0305300004|4005|0306400012|EQUITY|
0305300004|4117|0307200009|EQUITY|
0305300004|15364|0302300050|EQUITY|
0305300004|4802|0304300074|EQUITY|
0305300004|25306|0331100045|EQUITY|
0305300004|26020|0333200012|EQUITY|
0305300004|17702|0311400021|EQUITY|
0305300004|18945|0323100016|EQUITY|
0305300004|18654|0311200004|EQUITY|
0305300004|7629|0317100007|EQUITY|
0305300004|20806|0323101003|EQUITY|
0305300004|4052|0304300032|EQUITY|
0305300004|22570|0313300021|EQUITY|
0305300005|4967|0304300022|EQUITY|
0305300005|20370|0312300010|EQUITY|
0305300005|495|0305300004|EQUITY|
0305300005|18646|0311200009|EQUITY|
0305300005|1401|0305400005|EQUITY|
0305300005|7512|0317100027|EQUITY|
0305300005|5838|0307400010|EQUITY|
0305300005|5156|0307400003|EQUITY|
0305300005|20243|0323101002|EQUITY|
0305300005|4113|0307400006|EQUITY|
0305300005|8395|0309200041|EQUITY|
0305300005|22022|0328400017|EQUITY|
0305300005|3725|0307202007|EQUITY|
0305300005|18971|0311200010|EQUITY|
0305300005|14073|0310400012|EQUITY|
0305300005|18141|0302400011|EQUITY|
0305300005|19999|0323101001|EQUITY|
0305300005|3938|0306400012|EQUITY|
0305300005|15400|0302300050|EQUITY|
0305300005|25552|0333200012|EQUITY|
0305300005|2341|0308100011|EQUITY|
0305300005|18628|0323100016|EQUITY|
0305300005|18624|0311200004|EQUITY|
0305300005|3902|0307200009|EQUITY|
0305300005|4151|0304300032|EQUITY|
0305300005|20494|0323101003|EQUITY|
0305300005|4828|0304300074|EQUITY|
0305300005|24832|0331100045|EQUITY|
0305300005|17599|0311400021|EQUITY|
0305300005|16523|0321400006|EQUITY|
0305300005|7134|0317100007|EQUITY|
0305300009|22403|0332100002|EQUITY|
0305300009|7418|0317200016|EQUITY|
0305300009|14792|0311300008|EQUITY|
0305300009|17691|0314300013|EQUITY|
0305300009|16767|0321300018|EQUITY|
0305300009|4929|0307400023|EQUITY|
0305300009|18617|0311200005|EQUITY|
0305300009|25330|0324101017|EQUITY|
0305300009|20434|0312300012|EQUITY|
0305300009|4974|0306300005|EQUITY|
0305300009|4852|0307200014|EQUITY|
0305300009|15799|0314100021|EQUITY|
0305300009|14996|0321300021|EQUITY|
0305300009|18905|0311200012|EQUITY|
0305300009|19515|0323102005|EQUITY|
0305300009|3942|0306400019|EQUITY|
0305300009|18640|0311200006|EQUITY|
0305300009|23993|0324101003|EQUITY|
0305300009|20363|0312300011|EQUITY|
0305300009|21776|0313300010|EQUITY|
0305300009|17830|0314100018|EQUITY|
0305300009|5840|0307400015|EQUITY|
0305400003|4907|0307202006|EQUITY|
0305400005|17359|0311200009|EQUITY|
0305400005|7093|0307400010|EQUITY|
0305400005|6364|0307400003|EQUITY|
0305400005|5194|0307400006|EQUITY|
0305400005|19136|0312300010|EQUITY|
0305400005|1401|0305300005|EQUITY|
0305400005|3623|0304300022|EQUITY|
0305400005|12871|0310400012|EQUITY|
0305400005|5325|0306400012|EQUITY|
0305400005|1370|0305300004|EQUITY|
0305400005|7951|0317100027|EQUITY|
0305400005|14016|0302300050|EQUITY|
0305400005|19428|0323101002|EQUITY|
0305400005|7150|0309200041|EQUITY|
0305400005|21911|0328400017|EQUITY|
0305400005|4899|0307202007|EQUITY|
0305400005|16491|0314100010|EQUITY|
0305400005|25454|0333200012|EQUITY|
0305400005|17682|0311200010|EQUITY|
0305400005|17822|0323100016|EQUITY|
0305400005|16775|0302400011|EQUITY|
0305400005|17285|0311200004|EQUITY|
0305400005|19197|0323101001|EQUITY|
0305400005|19668|0323101003|EQUITY|
0305400005|2750|0304300032|EQUITY|
0305400005|16365|0321400006|EQUITY|
0305400005|2850|0308100011|EQUITY|
0305400005|5291|0307200009|EQUITY|
0305400005|14757|0311301001|EQUITY|
0305400005|3445|0304300074|EQUITY|
0305400005|25576|0331100045|EQUITY|
0305400005|6898|0307400017|EQUITY|
0305400011|21221|0313300012|EQUITY|
0305400011|19477|0323101008|EQUITY|
0305400011|19027|0323101006|EQUITY|
0305400011|18315|0323100016|EQUITY|
0305400011|11061|0318100007|EQUITY|
0305400011|26693|0325100018|EQUITY|
0305400011|16662|0314100010|EQUITY|
0305400011|16343|0302400011|EQUITY|
0305400011|35793|0336400012|EQUITY|
0305400011|3232|0304300058|EQUITY|
0305400011|6549|0307201004|EQUITY|
0305400011|1915|0304300059|EQUITY|
0305400011|9148|0303300006|EQUITY|
0305400011|15573|0314100011|EQUITY|
0305400011|6202|0307200009|EQUITY|
0305400011|29681|0335300019|EQUITY|
0305400012|18512|0314300014|EQUITY|
0305400012|4261|0307202002|EQUITY|
0305400012|13902|0310400013|EQUITY|
0305400012|20222|0323102005|EQUITY|
0305400012|8472|0307300016|EQUITY|
0305400012|16596|0321300021|EQUITY|
0305400012|17649|0314100026|EQUITY|
0305400012|21315|0323102003|EQUITY|
0305400012|6326|0308400009|EQUITY|
0305400012|21094|0323102002|EQUITY|
0305400012|22961|0324100014|EQUITY|
0305400012|17378|0314100016|EQUITY|
0305400012|18087|0314200008|EQUITY|
0305400012|24928|0326101006|EQUITY|
0305400012|24407|0332100002|EQUITY|
0305400012|475|0305400022|EQUITY|
0305400012|4997|0307200022|EQUITY|
0305400012|8841|0307400019|EQUITY|
0305400012|20053|0323100019|EQUITY|
0305400018|14067|0321200003|EQUITY|
0305400021|17631|0302400021|EQUITY|
0305400021|29907|0335300019|EQUITY|
0305400021|5416|0307200009|EQUITY|
0305400021|3860|0304300074|EQUITY|
0305400021|36260|0336400013|EQUITY|
0305400021|19994|0328100012|EQUITY|
0305400021|9897|0303300006|EQUITY|
0305400021|2733|0304300059|EQUITY|
0305400021|18708|0301300017|EQUITY|
0305400021|4047|0304300058|EQUITY|
0305400021|36153|0336400012|EQUITY|
0305400021|17127|0302400011|EQUITY|
0305400021|21126|0323300008|EQUITY|
0305400021|17249|0314100010|EQUITY|
0305400021|18000|0314100024|EQUITY|
0305400021|20807|0323101004|EQUITY|
0305400021|27081|0325100018|EQUITY|
0305400021|20027|0323100010|EQUITY|
0305400021|16509|0311400008|EQUITY|
0305400021|24764|0326101007|EQUITY|
0305400021|16652|0311400010|EQUITY|
0305400021|19422|0323101006|EQUITY|
0305400022|24540|0332100002|EQUITY|
0305400022|5437|0307200022|EQUITY|
0305400022|9204|0307400019|EQUITY|
0305400022|24746|0326101006|EQUITY|
0305400022|17744|0314200008|EQUITY|
0305400022|17070|0314100016|EQUITY|
0305400022|19805|0323100019|EQUITY|
0305400022|6441|0308400009|EQUITY|
0305400022|21080|0323102003|EQUITY|
0305400022|7270|0307200014|EQUITY|
0305400022|10820|0318100010|EQUITY|
0305400022|22474|0313300022|EQUITY|
0305400022|20221|0323102006|EQUITY|
0305400022|16601|0321300021|EQUITY|
0305400022|20012|0323102005|EQUITY|
0305400022|20431|0323102007|EQUITY|
0305400022|5701|0306400019|EQUITY|
0305400022|6777|0308300014|EQUITY|
0305400022|13531|0310400013|EQUITY|
0305400022|19796|0323102004|EQUITY|
0305400022|17251|0302400022|EQUITY|
0305400022|18979|0328101002|EQUITY|
0305400022|17606|0314100018|EQUITY|
